Site, Name, Date, InTime, InStatus, InDoor, OutTime, OutStatus, OutDoor, Lunch, Break, Supper, Daily, Running
GenericSiteA,Generic Employee 34,42329,0.32724537, , In Reader,0.708564815, , Out Reader, 00:00, 00:00, 00:00, 09:00, 88:00:00
GenericSiteA,Generic Employee 34,42331,0.310694444, , In Reader,0.708530093, , Out Reader, 00:00, 00:00, 00:00, 09:30, 97:30:00
GenericSiteA,Generic Employee 34,42332,0.319074074, , In Reader,0.718206019, , Out Reader, 00:00, 00:00, 00:00, 09:15, 106:45:00
GenericSiteA,Generic Employee 34,42333,0.314791667, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42303,0.367858796, , In Reader,0.753194444, , Out Reader, 00:00, 00:00, 00:00, 09:00, 09:00
GenericSiteA,Generic Employee 35,42304,0.424814815, , In Reader,0.75869213, , Out Reader, 00:00, 00:00, 00:00, 07:45, 16:45
GenericSiteA,Generic Employee 35,42305,0.367106481, , In Reader,0.754756944, , Out Reader, 00:00, 00:00, 00:00, 09:15, 26:00:00
GenericSiteA,Generic Employee 35,42306,0.367210648, , In Reader,0.761851852, , Out Reader, 00:00, 00:00, 00:00, 09:30, 35:30:00
GenericSiteA,Generic Employee 35,42307,0.359270833, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42312,0.336770833, , In Reader,0.712337963, , Out Reader, 00:00, 00:00, 00:00, 08:45, 44:15:00
GenericSiteA,Generic Employee 35,42313,0.327233796, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42314,0.333287037, , In Reader,0.718703704, , Out Reader, 00:00, 00:00, 00:00, 09:00, 53:15:00
GenericSiteA,Generic Employee 35,42324,0.33875, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42325,0.330509259, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42326,0.332314815, , In Reader,0.72099537, , Out Reader, 00:00, 00:00, 00:00, 09:15, 62:30:00
GenericSiteA,Generic Employee 35,42327, , No Punch, ,0.714155093, , Out Reader, 00:00, 00:00, 00:00, 00:00, Error
GenericSiteA,Generic Employee 35,42328,0.323715278, , In Reader,0.713761574, , Out Reader, 00:00, 00:00, 00:00, 09:15, 71:45:00
GenericSiteA,Generic Employee 35,42332,0.331053241, , In Reader,0.739282407, , Out Reader, 00:00, 00:00, 00:00, 09:30, 81:15:00
GenericSiteA,Generic Employee 35,42333,0.317118056, , In Reader, , No Punch, , 00:00, 00:00, 00:00, 00:00, Error
